Cost Center,Program Code,Grant,Budget,Big Bet,Priority Place,Country,,
CC596 GP - Wildlife Initiative,US596200 GP - Restoring Black Footed Ferrets,GR012376.01 2024 FWS BFF Recovery Challenge - 596,"123,891.55 ",Landscape,Great Plains ,,,
CC596 GP - Wildlife Initiative,US596100 GP - Bison Restoration with Native Nations,GR013276.01 Mars - GP Wildlife - 596 15.5%,"100,000.00 ",Landscape,Great Plains ,,,
CC596 GP - Wildlife Initiative,US596100 GP - Bison Restoration with Native Nations,GR012102.02 Binnacle - Stronghold Bison Reserve - 596 15.5%,"81,000.00 ",Landscape,Great Plains ,,,
CC596 GP - Wildlife Initiative,US596001 GP - Wildlife General,"GR010825.02 Bush - Pine Ridge, Phase 2 - 596 15.5%","75,795.16 ",Landscape,Great Plains ,,,
CC596 GP - Wildlife Initiative,US596200 GP - Restoring Black Footed Ferrets,"GR012873.01 Frankenberg, Ferret Recovery - 596 15.5%","53,837.36 ",Landscape,Great Plains ,,,
CC596 GP - Wildlife Initiative,US596200 GP - Restoring Black Footed Ferrets,GR004307.02 Jalkut - One MoreThing - 596 15.5%,"43,290.00 ",Landscape,Great Plains ,,,
CC596 GP - Wildlife Initiative,US596100 GP - Bison Restoration with Native Nations,GR012876.01 Turner - Bison Restoration 2024 - 596 15.5%,"20,496.80 ",Landscape,Great Plains ,,,
CC596 GP - Wildlife Initiative,US596100 GP - Bison Restoration with Native Nations,"GR010916.03 NSF TCUP, Aaniiih Nakoda College - 596","13,379.19 ",Landscape,Great Plains ,,,
CC596 GP - Wildlife Initiative,US596200 GP - Restoring Black Footed Ferrets,"GR010916.03 NSF TCUP, Aaniiih Nakoda College - 596","9,857.37 ",Landscape,Great Plains ,,,
CC596 GP - Wildlife Initiative,US596100 GP - Bison Restoration with Native Nations,GR012783.01 Tribal Buffalo Lifeways Bucket - 596 15.5%,"4,054.00 ",Landscape,Great Plains ,,,
CC596 GP - Wildlife Initiative,US596100 GP - Bison Restoration with Native Nations,GR000011.02 Restricted Coverage Identified,"(21,037.69)",Landscape,Great Plains ,,,
CC597 GP - Sustainable Ranching Initiative,"US597100 GP - SRI, RSVP",GR012669.01 AMB - RSVP Project - 597 15.5%,"562,079.54 ",Resilience,Great Plains ,,,
CC597 GP - Sustainable Ranching Initiative,"US597103 GP - SRI, RSVP - Ranch Infrastructure Fund",GR010539.02 Rosen - Ranching in NGP - 597 15.5%,"304,898.58 ",Resilience,Great Plains ,,,
CC597 GP - Sustainable Ranching Initiative,"US597103 GP - SRI, RSVP - Ranch Infrastructure Fund","GR012857.01 USDA - RCPP FA, RSVP 2022 - 597","300,000.00 ",Resilience,Great Plains ,,,
CC597 GP - Sustainable Ranching Initiative,"US597100 GP - SRI, RSVP","GR012619.01 USDA/NRCS - GLCI, RSVP 2024 - 597 10%","242,456.11 ",Resilience,Great Plains ,,,
CC597 GP - Sustainable Ranching Initiative,"US597100 GP - SRI, RSVP","GR012752.03 MACP - NGP Grassland Communities, Phase 5 - 597 15%","214,321.57 ",Resilience,Great Plains ,,,
CC597 GP - Sustainable Ranching Initiative,"US597103 GP - SRI, RSVP - Ranch Infrastructure Fund",GR012669.01 AMB - RSVP Project - 597 15.5%,"190,453.17 ",Resilience,Great Plains ,,,
CC597 GP - Sustainable Ranching Initiative,"US597100 GP - SRI, RSVP",GR013277.02 Mars - GP Grasslands - 597 15.5%,"130,957.09 ",Resilience,Great Plains ,,,
CC597 GP - Sustainable Ranching Initiative,"US597100 GP - SRI, RSVP","GR012752.05 MACP - NGP Grassland Communities, Phase 5 - 597 10% (Grants Only)","115,000.00 ",Resilience,Great Plains ,,,
CC597 GP - Sustainable Ranching Initiative,"US597300 GP - SRI, Mesic Restoration",GR013277.02 Mars - GP Grasslands - 597 15.5%,"89,557.99 ",Resilience,Great Plains ,,,
CC597 GP - Sustainable Ranching Initiative,US597001 GP - Sustainable Ranching Initiative General,GR013277.02 Mars - GP Grasslands - 597 15.5%,"76,834.26 ",Resilience,Great Plains ,,,
CC597 GP - Sustainable Ranching Initiative,US597001 GP - Sustainable Ranching Initiative General,GR000011.02 Restricted Coverage Identified,"69,042.33 ",Resilience,Great Plains ,,,
CC597 GP - Sustainable Ranching Initiative,"US597100 GP - SRI, RSVP","GR011708.02 USDA/NRCS - GLCI, NGP RSVP Project - 597 10%","63,309.07 ",Resilience,Great Plains ,,,
CC597 GP - Sustainable Ranching Initiative,US597001 GP - Sustainable Ranching Initiative General,"GR012752.03 MACP - NGP Grassland Communities, Phase 5 - 597 15%","60,220.99 ",Resilience,Great Plains ,,,
CC597 GP - Sustainable Ranching Initiative,"US597300 GP - SRI, Mesic Restoration",GR012669.01 AMB - RSVP Project - 597 15.5%,"52,138.25 ",Resilience,Great Plains ,,,
CC597 GP - Sustainable Ranching Initiative,"US597107 GP - SRI, RSVP - USDA, RCPP Partner TA_I RTIP-002 Planning","GR011325.01 USDA - RCPP TA, RSVP 2022 - 597","48,571.43 ",Resilience,Great Plains ,,,
CC597 GP - Sustainable Ranching Initiative,"US597100 GP - SRI, RSVP",GR000011.02 Restricted Coverage Identified,"47,537.02 ",Resilience,Great Plains ,,,
CC597 GP - Sustainable Ranching Initiative,"US597300 GP - SRI, Mesic Restoration",GR013101.01 NWF - Mesic Restoration - 597,"42,410.00 ",Resilience,Great Plains ,,,
CC597 GP - Sustainable Ranching Initiative,US597001 GP - Sustainable Ranching Initiative General,GR012669.01 AMB - RSVP Project - 597 15.5%,"34,240.98 ",Resilience,Great Plains ,,,
CC597 GP - Sustainable Ranching Initiative,"US597101 GP - SRI, RSVP - USDA, RCPP Partner TA_E RTEP-001 Project Management","GR011325.01 USDA - RCPP TA, RSVP 2022 - 597","20,899.33 ",Resilience,Great Plains ,,,
CC597 GP - Sustainable Ranching Initiative,"US597102 GP - SRI, RSVP - USDA, RCPP Partner TA_E RTEP-003 Outreach and Education","GR011325.01 USDA - RCPP TA, RSVP 2022 - 597","15,506.98 ",Resilience,Great Plains ,,,
CC597 GP - Sustainable Ranching Initiative,US597001 GP - Sustainable Ranching Initiative General,"GR012619.01 USDA/NRCS - GLCI, RSVP 2024 - 597 10%","9,333.40 ",Resilience,Great Plains ,,,
CC597 GP - Sustainable Ranching Initiative,US597001 GP - Sustainable Ranching Initiative General,"GR011708.02 USDA/NRCS - GLCI, NGP RSVP Project - 597 10%","8,000.06 ",Resilience,Great Plains ,,,
CC597 GP - Sustainable Ranching Initiative,"US597104 GP - SRI, RSVP - USDA, RCPP Partner TA_E RTEP-002 Communication and Coordination","GR011325.01 USDA - RCPP TA, RSVP 2022 - 597","4,427.95 ",Resilience,Great Plains ,,,
CC598 GP - Crosscutting,US598002 GP - Crosscutting Ops,"GR012752.01 MACP - NGP Grassland Communities, Phase 5 - 598 15%","21,608.00 ",Resilience,Great Plains ,,,
CC598 GP - Crosscutting,US598002 GP - Crosscutting Ops,"GR012619.02 USDA/NRCS - GLCI, RSVP 2024 - 598 10%","4,704.91 ",Resilience,Great Plains ,,,
CC598 GP - Crosscutting,US598001 GP - Crosscutting General,GR000011.02 Restricted Coverage Identified,"653,835.63 ",Core,Great Plains ,,,
CC598 GP - Crosscutting,US598002 GP - Crosscutting Ops,GR000011.02 Restricted Coverage Identified,"359,444.86 ",Core,Great Plains ,,,
CC598 GP - Crosscutting,US598001 GP - Crosscutting General,GR000011.02 Restricted Coverage Identified,"342,471.82 ",Resilience,Great Plains ,,,
CC598 GP - Crosscutting,US598001 GP - Crosscutting General,GR000011.02 Restricted Coverage Identified,"287,265.27 ",Landscape,Great Plains ,,,
CC598 GP - Crosscutting,US598002 GP - Crosscutting Ops,GR000001.01 Program Unrestricted - cc000,"250,000.00 ",Other,Great Plains ,,,
CC598 GP - Crosscutting,US598002 GP - Crosscutting Ops,GR000011.02 Restricted Coverage Identified," 188,273.21 ",Resilience,Great Plains ,,,
CC598 GP - Crosscutting,US598002 GP - Crosscutting Ops,GR000011.02 Restricted Coverage Identified," 157,923.52 ",Landscape,Great Plains ,,,
CC598 GP - Crosscutting,US598002 GP - Crosscutting Ops,GR013277.01 Mars - GP Grasslands - 598 15.5%,"34,862.23 ",Resilience,Great Plains ,,,
CC598 GP - Crosscutting,US598002 GP - Crosscutting Ops,GR012669.03 AMB - RSVP Project - 598 15.5%,"24,319.47 ",Resilience,Great Plains ,,,
CC598 GP - Crosscutting,US598001 GP - Crosscutting General,GR000011.02 Restricted Coverage Identified,"24,098.54 ",Other,Great Plains ,,,
CC598 GP - Crosscutting,US598002 GP - Crosscutting Ops,GR000011.02 Restricted Coverage Identified," 13,248.13 ",Other,Great Plains ,,,
CC598 GP - Crosscutting,US598002 GP - Crosscutting Ops,GR013101.02 NWF - Mesic Restoration - 598,"9,980.79 ",Resilience,Great Plains ,,,
CC598 GP - Crosscutting,"US088326 Program Operations (NFWF, RSVP 2023 - Match)",GR000011.02 Restricted Coverage Identified,"9,829.19 ",Resilience,Great Plains ,,,
CC598 GP - Crosscutting,"US088324 Program Operations (NFWF, Plowprint 2023 - Match)",GR000011.02 Restricted Coverage Identified,"4,291.00 ",Resilience,Great Plains ,,,
CC598 GP - Crosscutting,US598002 GP - Crosscutting Ops,"GR011908.09 NFWF, Plowprint 2023 - 598 (CFDA-10.683)","2,051.00 ",Resilience,Great Plains ,,,
CC598 GP - Crosscutting,US598002 GP - Crosscutting Ops,"GR011908.10 NFWF, Plowprint 2023 - 598 (Bezos)",370.00 ,Resilience,Great Plains ,,,
CC599 Native Nations Conservation and Food Systems,US599100 Tribal Buffalo Lifeway Collaboration (TBLC),"GR012441.03 Swedish, Bison Restoration - 599 15.5%","154,836.31 ",Resilience,Great Plains ,,,
CC599 Native Nations Conservation and Food Systems,US599001 Native Nations Program Management,GR000011.01 Uncovered Salaries and Expenses,"139,677.44 ",Resilience,Great Plains ,,,
CC599 Native Nations Conservation and Food Systems,US599001 Native Nations Program Management,GR013276.02 Mars - GP Wildlife - 599 15.5%,"126,233.78 ",Resilience,Great Plains ,,,
CC599 Native Nations Conservation and Food Systems,US599001 Native Nations Program Management,GR012783.04 Tribal Buffalo Lifeways Bucket - 15.5% - 599,"86,580.08 ",Resilience,Great Plains ,,,
CC599 Native Nations Conservation and Food Systems,US599001 Native Nations Program Management,GR004358.10 HD - Sall - Native Nations cc599,"74,906.46 ",Resilience,Great Plains ,,,
CC599 Native Nations Conservation and Food Systems,US599001 Native Nations Program Management,"GR012441.03 Swedish, Bison Restoration - 599 15.5%","36,001.69 ",Resilience,Great Plains ,,,
CC607 LAC Valdivian Forest Ecoregion,9L080308 Chile Fisheries Project,GR011419.02 Sall - Chilean Seascapes - CL 607," 3,122,713.39 ",Landscape,Eastern Pacific,Chile,,
CC607 LAC Valdivian Forest Ecoregion,9L080304 Marine Project,GR011419.02 Sall - Chilean Seascapes - CL 607," 1,029,804.57 ",Landscape,Eastern Pacific,Chile,,
CC607 LAC Valdivian Forest Ecoregion,9L080308 Chile Fisheries Project,GR011419.04 Sall - Chilean Seascapes - 485," 7,391.88 ",Landscape,Eastern Pacific,Chile,,
CC620 Amazon - Forest Goal,9L082701 Amazon Regional Coordination,GR010444.06 Bezos Earth Fund - Coordination - Amazon - 620,"128,119.43 ",Landscape,Amazon,,,
CC620 Amazon - Forest Goal,9L082701 Amazon Regional Coordination,GR000011.01 Uncovered Salaries and Expenses,"57,304.14 ",Landscape,Amazon,,,
CC620 Amazon - Forest Goal,9L082701 Amazon Regional Coordination,GR000831.01 Amazon Bucket - 620,"24,678.48 ",Landscape,Amazon,,,
CC620 Amazon - Forest Goal,9L094470 Emergency Fund for Amazon Fires,GR000523.01 Amazon Fire Rapid Response & Recovery - 620,"4,150.00 ",Landscape,Amazon,,,
CC633 LAC - Peru Program Office,PER00207 SW Amazon,GR011418.01 Sall - SW Amazon - 633," 996,877.17 ",Landscape,Amazon,"Peru, Bolivia",,
CC633 LAC - Peru Program Office,PE085400 Peru Programme Management,GR011418.01 Sall - SW Amazon - 633," 65,636.64 ",Landscape,Amazon,"Peru, Bolivia",,
CC633 LAC - Peru Program Office,41000054 Forest-Enduring Earth,GR011417.08 Sall - 30x30 Global OCEM PM Salary- 409," 41,922.53 ",Landscape,Amazon,Peru,,
CC633 LAC - Peru Program Office,PER00251 South Amazon Projects,GR011418.01 Sall - SW Amazon - 633," 24,156.13 ",Landscape,Amazon,"Peru, Bolivia",,
CC633 LAC - Peru Program Office,PE085454 Políticas,GR011418.01 Sall - SW Amazon - 633," 5,742.32 ",Landscape,Amazon,"Peru, Bolivia",,
CC633 LAC - Peru Program Office,PER00237 Moore_30X32,GR012343.04 Moore_30X30 - PE cc633 0% Ind for grants and consultancies," 557,407.10 ",,,,,
CC633 LAC - Peru Program Office,PER00237 Moore_30X31,GR012343.03 Moore_30X30 - PE cc633 12.5% to Peru," 252,672.71 ",,,,,
CC633 LAC - Peru Program Office,PER00237 Moore_30X30,GR012343.02 Moore_30X30 - PE cc633 12.5% to HQ," 218,255.61 ",,,,,
CC633 LAC - Peru Program Office,PER00212 HPI – Global Forest Protection,GR011345.02 HPI - Global Forests Protection - Forests - PR-CC633," 118,954.73 ",,,,,
CC633 LAC - Peru Program Office,PE085400 Peru Programme Management,GR012343.02 Moore_30X30 - PE cc633 12.5% to HQ," 83,840.62 ",,,,,
CC633 LAC - Peru Program Office,PER00086 Securing the Future of Peru’s Natural Protected Areas,GR007700.05 WWF-GEF Securing the Future of Peru´s Protected Areas - 633," 37,260.27 ",,,,,
CC633 LAC - Peru Program Office,PE085400 Peru Programme Management,GR007700.05 WWF-GEF Securing the Future of Peru´s Protected Areas - 633," 31,484.59 ",,,,,
CC633 LAC - Peru Program Office,PE085403 Peru Office running costs,GR012343.03 Moore_30X30 - PE cc633 12.5% to Peru," 29,665.38 ",,,,,
CC633 LAC - Peru Program Office,PE085400 Peru Programme Management,GR010441.05 Bezos-PFP-Coordination Fund - 633," 28,843.24 ",,,,,
CC633 LAC - Peru Program Office,BEF00001 Bezos – PFP – Peru,GR010441.05 Bezos-PFP-Coordination Fund - 633," 26,848.64 ",,,,,
CC633 LAC - Peru Program Office,PER00252 Pacific Projects,GR012343.02 Moore_30X30 - PE cc633 12.5% to HQ," 26,141.50 ",,,,,
CC633 LAC - Peru Program Office,PER00211 WWF Peru Alliance for Legal Fisheries: Addressing IUU in Mahi Mahi and Jumbo Squid FIPs,GR010576.02 Walton WWF Peru Alliance for Legal Fisheries: Addressing IUU in Mahi Mahi and Jumbo Squid FIPs - CC633," 25,736.07 ",,,,,
CC633 LAC - Peru Program Office,PE085452 Comunicaciones,GR012343.02 Moore_30X30 - PE cc633 12.5% to HQ," 15,373.25 ",,,,,
CC633 LAC - Peru Program Office,PE085454 Políticas,GR012343.02 Moore_30X30 - PE cc633 12.5% to HQ," 14,355.79 ",,,,,
CC633 LAC - Peru Program Office,9Z127208 Peruvian Mahi Mahi FIP,GR011302.02 Bucket - FIP - Peru Mahi Mahi - 633," 12,385.25 ",,,,,
CC633 LAC - Peru Program Office,9Z127208 Peruvian Mahi Mahi FIP,GR012343.02 Moore_30X30 - PE cc633 12.5% to HQ," 11,215.27 ",,,,,
CC633 LAC - Peru Program Office,PE085400 Peru Programme Management,GR010576.02 Walton WWF Peru Alliance for Legal Fisheries: Addressing IUU in Mahi Mahi and Jumbo Squid FIPs - CC633," 10,907.64 ",,,,,
CC633 LAC - Peru Program Office,BEF00001 Bezos – PFP – Peru,GR007700.05 WWF-GEF Securing the Future of Peru´s Protected Areas - 633," 10,501.04 ",,,,,
CC633 LAC - Peru Program Office,PER00211 WWF Peru Alliance for Legal Fisheries: Addressing IUU in Mahi Mahi and Jumbo Squid FIPs,GR010576.03 Walton WWF Peru Alliance for Legal Fisheries: Addressing IUU in Mahi Mahi and Jumbo Squid FIPs - CC633 Fund 23," 9,452.91 ",,,,,
CC633 LAC - Peru Program Office,PE085403 Peru Office running costs,GR007700.05 WWF-GEF Securing the Future of Peru´s Protected Areas - 633," 7,775.20 ",,,,,
CC633 LAC - Peru Program Office,PER00116 Amazon Coordination Unit,GR012287.05 Charles Stewart Mott Foundation - Expanding Renewable Energy in the Amazon (non-Brazil) 2024-2025 - 633," 6,928.67 ",,,,,
CC633 LAC - Peru Program Office,PE085403 Peru Office running costs,GR011345.02 HPI - Global Forests Protection - Forests - PR-CC633," 6,000.00 ",,,,,
CC633 LAC - Peru Program Office,BEF00001 Bezos – PFP – Peru,GR010441.13 Bezos-PFP-Transition Funds - 633," 5,103.78 ",,,,,
CC633 LAC - Peru Program Office,PE085452 Comunicaciones,GR011345.02 HPI - Global Forests Protection - Forests - PR-CC633," 4,781.15 ",,,,,
CC633 LAC - Peru Program Office,PER00252 Pacific Projects,GR010576.02 Walton WWF Peru Alliance for Legal Fisheries: Addressing IUU in Mahi Mahi and Jumbo Squid FIPs - CC633," 3,467.31 ",,,,,
CC633 LAC - Peru Program Office,PER00252 Pacific Projects,GR011168.06 Costco Peru Mahi/Squid FIPs - CC633," 2,474.58 ",,,,,
CC633 LAC - Peru Program Office,PE085400 Peru Programme Management,GR011168.06 Costco Peru Mahi/Squid FIPs - CC633," 2,021.64 ",,,,,
CC634 LAC - Bolivia Program Office,"BO300300 Amazon Freshwater Bolivia, Perú & Regional",GR012287.03 Charles Stewart Mott Foundation - Expanding Renewable Energy in the Amazon (non-Brazil) 24/25 - Bolivia - 634," 35,465.88 ",,,,,
CC634 LAC - Bolivia Program Office,BO100700 Iténez Protected Area - Bolivia,GR007700.16 WWF GEF Agency Fees Boliva - CC634," 7,622.00 ",,,,,
CC638 Mexico DF Office - Mexico,MX087604 Mitigation,GR012241.02 Google c/o Tides Fdtn - ManglarIA (AI) for Mangroves - Climate - 638," 816,491.00 ",,,,,
CC638 Mexico DF Office - Mexico,MX085101 Protected Areas Finance - Marine,GR010442.04 Bezos Mangroves - 638," 265,978.61 ",,,,,
CC638 Mexico DF Office - Mexico,MX085102 Marine Ecosystems and Species,GR010442.04 Bezos Mangroves - 638," 209,901.85 ",,,,,
CC638 Mexico DF Office - Mexico,MX087503 Water Stewardship-Wildlife,GR012682.02 GCF - P and G - US Sustainability Partnership – Watershed Restoration Mexico - MX cc638 indirects to Mexico," 53,035.61 ",,,,,
CC638 Mexico DF Office - Mexico,MX087503 Water Stewardship-Wildlife,GR010442.04 Bezos Mangroves - 638," 50,000.00 ",,,,,
CC638 Mexico DF Office - Mexico,MX086403 Mexico F&A Direction,GR010442.04 Bezos Mangroves - 638," 47,050.50 ",,,,,
CC638 Mexico DF Office - Mexico,MX087503 Water Stewardship-Wildlife,GR011232.05 Starbucks-Greener Stores - Rio Grande - MX cc638 12.5% ind. to MX," 32,407.33 ",,,,,
CC643 LAC - Guyana (British),9L204900 FR1: Improved forest landscape management (IFM),GR010615.02 Securing a Living Amazon Guyana CC643," 1,691,431.32 ",Landscape,Amazon,,,
CC643 LAC - Guyana (British),9L208600 FR0: Forest Program Management,GR007700.19 CC643 GEF Project Supervision Guyana," 31,155.26 ",,,,,
CC652 Ecuador,EC210500 Project supervision for the Project Biodiversity conservation and sustainable management of two priority landscapes in,GR007700.10 Agency Fee Ecuador Supervision CC652," 25,000.00 ",,,,,
CC657 LAC - Paraguay,9L081500 Atlantic Forest Ecoregion Coordination for Conservation,GR000406.15 Climate Change Adaption and Resilience Bucket - 657," 6,666.66 ",Resilience,,Paraguay,,
CC657 LAC - Paraguay,9L081509 Market Transformation Initiative Paraguay,GR013103.04 Moore DCF Finance Renewal CC657 12.5%," 59,706.42 ",Private Sector ,,Paraguay ,,
CC657 LAC - Paraguay,9L081509 Market Transformation Initiative Paraguay,GR013103.03 Moore DCF Finance Renewal CC657 0%," 46,000.00 ",Private Sector ,,Paraguay ,,
CC657 LAC - Paraguay,9L081509 Market Transformation Initiative Paraguay,GR012231.03 Moore CMI 2.0 CC657 12.5%," 28,920.97 ",Private Sector ,,Paraguay ,,
CC700 Network Development General,70000010 UNDP/IKI Main,GR012189.01 Enabling and Scaling Up Nature-Related Financial Disclosures - 700,"22,475.00 ",Other,,,,
CC705 Global Practice Groups,70500003 Global Forest Practice,GR005G09.02 Network Finance Practice - HQ cc705,"476,621.16 ",Other,,,,
CC705 Global Practice Groups,70000004 Ombudsperson,GR013186.01 Ombudperson hosting in WWF US - CC705 - 8.5%,"413,605.64 ",Other,,,,
CC705 Global Practice Groups,70500005 Global Finance Practice,GR005G09.02 Network Finance Practice - HQ cc705,"274,380.63 ",Other,,,,
CC705 Global Practice Groups,70500006 Global Food Practice,GR005G09.02 Network Finance Practice - HQ cc705,"247,763.75 ",Other,,,,
CC705 Global Practice Groups,70000003 Global Conservation Director,GR005G09.02 Network Finance Practice - HQ cc705,"60,321.21 ",Other,,,,
CC710 Network Development GEF,9Z142902 GEF Manangement Unit,GR010624.01 Mainstreaming biodiversity conservation in the Tourism Sector Colombia,"652,294.00 ",Other,Amazon ,Colombia ,,
CC710 Network Development GEF,9Z142902 GEF Manangement Unit,GR010616.03 WWF Ecuador Biodiversity conservation and sustainable management of two priority landscapes in the Ecuadorian Amazon,"1,500,000.00 ",Landscape,Amazon,Ecuador,,
CC710 Network Development GEF,MG007000 Madagascar's Marine Protected Areas Network,GR007807.01 Madagascar's marine Protected Areas Network - 701,"1,000,000.00 ",Landscape,SWIO,,,
CC710 Network Development GEF,9Z142902 GEF Manangement Unit,GR010555.01 Promoting Dryland Sustainable Landscapes and Biodiversity Conservation in the Eastern Steppe of Mongolia,"600,000.00 ",Landscape,,Mongolia,,
CC710 Network Development GEF,9Z142902 GEF Manangement Unit,GR010619.02 Strengthening Marine Resource Management of Micronesian Large Ocean States - 710,"500,000.00 ",Landscape,Indonesia and Southern Pacific Islands,,,
CC710 Network Development GEF,9Z142902 GEF Manangement Unit,GR010618.01 Melanesia Fishers,"308,046.00 ",Resilience,Indonesia and Southern Pacific Islands,,,
CC710 Network Development GEF,9Z142902 GEF Manangement Unit,"GR010614.01 Food Systems, Land Use and Restoration in Tanzania’s Forest Landscapes 710","2,000,000.00 ",Resilience,,Tanzania ,,
CC710 Network Development GEF,9Z142902 GEF Manangement Unit,GR011673.01 Lake Naivasha Basin Ecosystem Based Management,"500,000.00 ",Resilience,,Kenya,,
CC710 Network Development GEF,9Z142902 GEF Manangement Unit,GR010859.01 Establishing the Taskforce on Nature-related Financial Disclosures (TNFD),"350,443.00 ",Private Sector ,,,,
CC710 Network Development GEF,9Z142902 GEF Manangement Unit,GR007805.01 Land Degradation Neutrality Fund Technical Assistance Facility - 710,"47,830.00 ",Resilience,,,,
CC720 WWF Impact,IMPCT000 WWF Impact,GR000011.01 Uncovered Salaries and Expenses,"661,019.49 ",Finance,,,,
CC720 WWF Impact,IMPCT000 WWF Impact,GR000041.01 Innovation Fund 2,"275,275.88 ",Finance,,,,
CC720 WWF Impact,IMPCT000 WWF Impact,GR012883.01 Builders Initiative Seaweed Operations Impact- 720,"221,532.88 ",Finance,,,,
CC720 WWF Impact,IMPCT000 WWF Impact,GR000876.03 Impact Investing Bucket - 720,"21,645.03 ",Finance,,,,
CC723 Global Policy,70500009 Global Policy and Advocacy,GR000001.01 Program Unrestricted - cc000,"353,104.00 ",Other,,,,
CC723 Global Policy,70500010 TFFF,GR004358.11 Sall - Global Policy - 723,"65,620.80 ",Finance,Amazon,,,
CC723 Global Policy,70500010 TFFF,GR013068.01 RBF TFFF - 723,"56,114.66 ",Finance,Amazon,,,
CC725 President's Office - Boundless,NATRNTWK Boundless Administration,GR011687.01 Merlin - TA Barron - Nature Network Fellowship - 725,"620,782.40 ",Other,,,,
CC725 President's Office - Boundless,725BNDLS Boundless Programming,GR012023.01 Nature Network - Trudy Fellowship,"500,000.00 ",Other,,,,
CC725 President's Office - Boundless,NATRNTWK Boundless Administration,GR004950.14 Ubbens - Boundless - 725,"50,000.00 ",Other,,,,
CC725 President's Office - Boundless,725BNDLS Boundless Programming,GR004950.14 Ubbens - Boundless - 725,"42,100.00 ",Other,,,,
CC730 CC730 Green Accelerator Fund,40700000 Conservation Programs,GR013242.01 Palladium Speers - Green Accelerator Fund - CC730,"49,480.51 ",Other,,,,
CC730 CC730 Green Accelerator Fund,40700000 Conservation Programs,GR013113.01 Merlin Foundation/T. Barron-The Green Accelerator Fund - CC730,"15,000.00 ",Other,,,,
CC731 Nature Finance Central,NF000001 Nature Finance,GR000011.03 Institutional Commitments,"217,852.59 ",Finance,,,,
CC732 Public Finance,NF000001 Nature Finance,GR000011.01 Uncovered Salaries and Expenses,"435,997.78 ",Finance,,,,
CC733 Private Finance,NF000001 Nature Finance,GR000011.03 Institutional Commitments,"247,501.16 ",Finance,,,,
WD Cost Center Hierarchy (Uncategorized),ID020203 Coastal Ecosystem Conserved Areas,GR012415.01 DAF - Oceans Bucket,"15,290.00 ",Landscape,,,,
,10519001 Private Finance Outcome 1 - Banks & DCF,GR011161.02 Moore Baselining for Financial Institutions CC443 12.5%,"24,473.57 ",Private Sector ,,,,
,,GR004815.02 Shawman Creek. - Sniffer Dogs - 451,"14,293.10 ",Resilience,,,,
